Date	Title	Description	Code 1	Code 2
2024-10-22T20:27:01Z	What would a Kamala Harris or Donald Trump victory mean for the stock market?	The stock market has soared during the presidential campaign. Will it continue?		
2024-10-21T04:00:00Z	Is Kamala Harris a Marxist?	There has been a lot of analysis and commentary about last month’s presidential debate, regarding everything from the ABC moderators’ selective fact-checking to Harris’s statement that she is a gun owner to Trump’s reference t...		
2024-10-12T17:06:14Z	Neil Young Endorses Kamala Harris	Neil Young has written a letter endorsing Kamala Harris, calling her “a kind, considerate American” who will lead the country into a “beautiful future.”		
2024-10-16T11:30:25Z	The pros and cons for Kamala Harris in her upcoming Fox News interview	"As my colleagues wrote in Tuesday’s newsletter, Vice President Kamala Harris is drifting into unfriendly waters today by agreeing to be interviewed by Fox News. Harris will sit down with […]
The post The pros and cons for Kamala Harris in her upcoming Fox New…"		
2024-10-23T21:03:11Z	Here's where Donald Trump and Kamala Harris stand on guns	Guns have long been a polarizing issue in America — here's where Trump and Harris stand on the issue.		
2024-10-13T10:00:00Z	Kamala Harris’ press tour was a missed opportunity	"The vice president spoke with ""60 Minutes,"" ""The View,"" ""Call Her Daddy,"" Howard Stern and Stephen Colbert. But she didn't say much to swing undecided voters."		
2024-10-19T15:57:35Z	[Removed]	[Removed]		
2024-10-12T15:12:29Z	Kamala Harris releases medical report, drawing contrast with Donald Trump	Democratic presidential candidate in 'excellent health' before November's US election, doctor says.		
2024-10-27T10:23:01Z	Economic concerns are top of voters' minds, but Kamala Harris is choosing a different path for her closing argument	Kamala Harris is betting voters can hear two messages at once, but she is leaning hard into anti-Trump attacks in the final weeks before Election Day.		
2024-10-21T03:58:50Z	Trump's McDonald's shift and Stevie Wonder serenades Kamala Harris — the latest from the US election campaign	Kamala Harris celebrates her 60th birthday with a day of campaigning as Donald Trump reveals details of a conversation with Benjamin Netanyahu — here's the latest updates from the US election.		
2024-11-02T21:15:52Z	Harrison Ford Endorses Kamala Harris: “A President Who Works For All Of Us”	With three days until the presidential election, Harrison Ford is getting out the vote for Kamala Harris and Tim Walz. On Saturday, the Academy Award nominee announced his endorsement for the Democratic nominee and her running mate in two heartfelt video stat…		
2024-10-25T19:05:06Z	Two more LA Times editorial editors resign in protest after the paper's billionaire wouldn't let the editorial board endorse Kamala Harris for president. The Fourth Estate surrenders [Followup]	Two more LA Times editorial editors resign in protest after the paper's billionaire wouldn't let the editorial board endorse Kamala Harris for president. The Fourth Estate surrenders		
2024-11-01T05:29:40Z	Jennifer Lopez Speaks at Kamala Harris Rally, Slams Donald Trump's Madison Square Garden Event for Racist & Sexist Jokes	Jennifer Lopez is showing her support for Kamala Harris. The 54-year-old entertainer spoke at the 60-year-old Vice President’s campaign rally on Thursday (October 31) held at the Craig Ranch Amphitheater in Las Vegas, Nevada. In her speech, Jennifer ripped in…		
2024-10-31T17:59:15Z	Map Shows Kamala Harris and Donald Trump's Final Campaign Stops	"In the final days leading up to the November 5 election, both Vice President Kamala Harris and former President Donald Trump are making critical campaign stops in battleground states, fighting for every last undecided voter.
There is a broad feeling of uncert…"		
2024-10-21T04:00:00Z	‘Excellent’ Health Verdict Makes Things Worse for Kamala Harris	"Kamala Harris’s campaign is flailing such that even the mainstream media can’t disguise her struggles.

Even her boss seems to have little confidence. 

Joe Biden allegedly told Obama that “she” is &ldq..."		
2024-10-15T08:53:29Z	[Removed]	[Removed]		
2024-10-29T20:44:25Z	The Last Word: Kamala Harris’ Closing Argument Ellipse Speech Bashes “Obsessed With Revenge” Donald Trump With One Week Until Election	A week from today the first Election Night results will be just hours away, but tonight Kamala Harris plans to double down on her critique and contempt for Donald Trump in the very place where the former president riled up the MAGA mob to attack the Capitol o…		
2024-10-19T19:31:00Z	[Removed]	[Removed]		
2024-10-29T15:00:43Z	Kamala Harris voters in Texas receive intimidating flyers signed by ‘Trump Klan’	"In an election year that has been filled with ugliness, things are getting even worse in the Texas Hill Country as a group or individual calling itself the “Trump Klan” is leaving messages threatening would-be voters for Kamala Harris.
Law enforcement officia…"		
2024-10-11T12:10:00Z	Barack Obama Tells Black Men To Step Up For Kamala Harris	"In a speech at the University of Pittsburgh last night, former president Barack Obama urged Black men to step up for Vice President Kamala Harris. Via Rolling Stone:
“If you had a family member who acted like [Trump], you might still love them, but you’d tell…"		
2024-10-26T14:03:45Z	Leonado DiCaprio Endorses Kamala Harris for President, Slams Donald Trump for Ignoring Climate Change	Leonardo DiCaprio is showing his support for Vice President Kamala Harris. In a video posted to Instagram on Friday (October 25), the 49-year-old Oscar-winning actor endorsed Harris, 60, for President and also slammed Donald Trump while discussing the damage …		
2024-10-31T18:09:41Z	Donald Trump leads on immigration and inflation, Kamala Harris on abortion and health care	A recent poll finds that Americans think Kamala Harris would do a far better job handling LGBTQ issues and abortion while Trump would do a much better job handling immigration and the Israeli-Palestinian conflict.		
2024-10-23T13:41:19Z	Can Kamala Harris Glock the Vote?	Kamala Harris has increasingly talked up her gun ownership in an attempt to woo moderate voters. But does the VP’s Glock actually appeal to women gun owners?		
2024-10-15T15:49:10Z	Kamala Harris Can Win by Embracing the Biden-Harris Record	Harris should forcefully articulate the true triumphs of the administration in which she serves.		
2024-10-31T18:09:34Z	Kamala Harris could make history as America’s first woman president: What do women think about it?	"We're days away from what could be a historic election, in a highly unusual campaign season.
America could get its first female president in Kamala Harris, a late entrant to the race. But unlike in 2016, when Hillary Clinton was the Democratic nominee for the…"		
2024-10-30T21:00:58Z	Kamala Harris’ Order For McDonald’s: Costly Regulations, High Taxes	Despite the many references to McDonald’s during this cycle, there has been little discussion about how one of the two major parties is attacking the franchise model.		
2024-10-14T14:03:40Z	How Would Donald Trump And Kamala Harris Change Your Taxes? Here’s What To Know.	Trump announced two new tax proposals this week in a bid to court voters.		
2024-10-15T20:45:32Z	[Removed]	[Removed]		
2024-10-28T14:21:18Z	"Elon's Closing Argument? ""Kamala Harris Is A C Word"""	"Is this really where we want our politics to be? If it is, vote Trump. If not, be an adult and make the right choice.
Source: Mediaite
The PAC founded by billionaire Elon Musk in support of Donald Trump dropped a new ad on Sunday labeling Vice President Kamal…"		
2024-10-12T01:00:00Z	Kamala Harris humbles Sarah Huckabee Sanders, straight dudes appropriate “Locktober” & Ricky Martin shaves it all off	TGIF! We’ve made it to the weekend again! A lot happened this week. Here are some of the highlights…		
2024-10-26T02:52:34Z	Beyoncé Officially Endorses Kamala Harris at Houston Hometown Rally: “It's Time to Sing a New Song!”	The Texan singer tipped her cowboy hat in support of the Democratic presidential nominee.		
2024-10-19T16:43:13Z	Kamala Harris to make appeal to swing state Republicans	Harris and Cheney hit Pennsylvania, Michigan and Wisconsin Monday.		
2024-10-25T14:58:47Z	Watch Bruce Springsteen Play His Hits For Howard Stern, Kamala Harris Rally	Bruce Springsteen had a busy day yesterday. Today marks the release of Road Diary, the new documentary about Springsteen’s recent tour with his E Street Band; it’s streaming on Hulu and Disney+ now. To promote that documentary, Springsteen sat for a long inte…		
2024-11-02T23:28:47Z	Poll: Donald Trump Leading Kamala Harris by 10 Percent In Iowa	"Former President Donald Trump is leading Vice President Kamala Harris in Iowa by more than 10 percent, according to a recent poll.
The post Poll: Donald Trump Leading Kamala Harris by 10 Percent In Iowa appeared first on Breitbart."		
